ЗИЛ|111||1959|1967|Седан|6.0|автомат|200|бензин|cbc1ae4a9
ЗИЛ|114||1967|1978|Лимузин|7.0|автомат|303|бензин|244f72e1d
ЗИЛ|117||1971|1978|Седан|7.0|автомат|303|бензин|fc4411bbd
ЗИЛ|4104||1978|2002|Лимузин|7.7|автомат|315|бензин|7d2b80b88
