Ravon|Gentra||2015|2018|Седан|1.5|автомат|107|бензин|ce4105941
Ravon|Gentra||2015|2018|Седан|1.5|механика|107|бензин|ce4105941
Ravon|Matiz||2015|2016|Хэтчбек 5 дв.|0.8|механика|52|бензин|cdd130f1f
Ravon|Nexia R3||2015|н.в.|Седан|1.5|автомат|107|бензин|121aad5e6
Ravon|Nexia R3||2015|н.в.|Седан|1.5|механика|107|бензин|121aad5e6
Ravon|R2||2016|н.в.|Хэтчбек 5 дв.|1.3|автомат|85|бензин|bb233cf14
Ravon|R4||2016|н.в.|Седан|1.5|автомат|106|бензин|acd793afe
Ravon|R4||2016|н.в.|Седан|1.5|механика|106|бензин|acd793afe
