Автокам|2160||1990|1999|Внедорожник 3 дв.|1.5|механика|72|бензин|33db19c19
Автокам|2160||1990|1999|Внедорожник 3 дв.|1.6|механика|75|бензин|33db19c19
Автокам|2160||1990|1999|Внедорожник 3 дв.|1.7|механика|85|бензин|33db19c19
Автокам|2163||1990|1993|Внедорожник 3 дв.|1.5|механика|72|бензин|6b964dffb
Автокам|2163||1990|1993|Внедорожник 3 дв.|1.7|механика|85|бензин|6b964dffb
Автокам|3101||1990|1993|Внедорожник 3 дв.|1.8|механика|87|бензин|dbc5f95aa
Автокам|3101||1990|1993|Внедорожник 3 дв.|2.0|механика|115|бензин|dbc5f95aa
